RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,BlueStance,BlueHeightCms,BlueReachCms,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,Finish,FinishDetails,FinishRound,FinishRoundTime,UfcEvent,,,,,,,,,,,,,,,,
Chidi Njokuani,Jared Gooden,,,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,182.88,195.58,Orthodox,190.5,203.2,35,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Grant Dawson,Rafa Garcia,-380,300,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,Orthodox,170.18,177.8,Switch,177.8,182.88,30,30,KO/TKO,Punches,2,1:42,,,,,,,,,,,,,,,,,
Daniel Rodriguez,Alex Morono,-245,200,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,180.34,182.88,Southpaw,185.42,187.96,37,34,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
CJ Vergara,Ramazan Temirov,240,-298,12-10-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,Orthodox,162.56,160.02,Orthodox,167.64,172.72,33,27,KO/TKO,Punch,1,2:50,,,,,,,,,,,,,,,,,
Jonathan Pearce,Pat Sabatini,-180,150,12-10-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,177.8,Switch,182.88,180.34,32,33,SUB,Rear Naked Choke,1,4:06,,,,,,,,,,,,,,,,,
Themba Gorimbo,Niko Price,-290,235,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,182.88,193.04,Orthodox,185.42,195.58,33,35,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Junior Tafa,Sean Sharaf,-238,195,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,Orthodox,190.5,195.58,Orthodox,190.5,190.5,28,31,KO/TKO,Punches,2,2:15,,,,,,,,,,,,,,,,,
Julia Polastri,Cory McKenna,-108,-112,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,147.32,Orthodox,157.48,160.02,26,25,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dan Argueta,Cody Haddon,124,-148,12-10-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,Orthodox,170.18,175.26,Southpaw,170.18,172.72,31,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Clayton Carpenter,Lucas Rocha,-245,200,12-10-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,Orthodox,160.02,162.56,Orthodox,167.64,167.64,28,24,SUB,Rear Naked Choke,2,2:12,,,,,,,,,,,,,,,,,
Alex Pereira,Khalil Rountree Jr.,-425,330,05-10-2024,"Salt Lake City, Utah, USA",USA,Red,TRUE,Light Heavyweight,MALE,Southpaw,185.42,193.04,Orthodox,193.04,200.66,37,34,KO/TKO,Punch,4,4:32,,,,,,,,,,,,,,,,,
Raquel Pennington,Julianna Pena,-155,130,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,TRUE,Women's Bantamweight,FEMALE,Orthodox,167.64,175.26,Orthodox,170.18,170.18,36,35,S-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Jose Aldo,Mario Bautista,102,-122,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Bantamweight,MALE,Switch,175.26,175.26,Orthodox,170.18,177.8,38,31,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Roman Dolidze,Kevin Holland,124,-148,05-10-2024,"Salt Lake City, Utah, USA",USA,Red,FALSE,Middleweight,MALE,Orthodox,190.5,205.74,Orthodox,187.96,193.04,36,31,KO/TKO,,1,5:00,,,,,,,,,,,,,,,,,
Ketlen Vieira,Kayla Harrison,700,-1100,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,Southpaw,172.72,167.64,Orthodox,172.72,172.72,33,34,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Stephen Thompson,Joaquin Buckley,185,-225,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Welterweight,MALE,Southpaw,177.8,193.04,Orthodox,182.88,190.5,41,30,KO/TKO,Punch,3,2:17,,,,,,,,,,,,,,,,,
Marina Rodriguez,Iasmin Lucindo,154,-185,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,167.64,Orthodox,167.64,165.1,37,22,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Austin Hubbard,Alexander Hernandez,-112,-108,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,182.88,Orthodox,177.8,180.34,32,32,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Cesar Almeida,Ihor Potieria,-500,380,05-10-2024,"Salt Lake City, Utah, USA",USA,Red,FALSE,Middleweight,MALE,Southpaw,190.5,190.5,Orthodox,185.42,187.96,36,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ryan Spann,Ovince Saint Preux,,,05-10-2024,"Salt Lake City, Utah, USA",USA,Red,FALSE,Light Heavyweight,MALE,Southpaw,190.5,203.2,Orthodox,195.58,200.66,33,41,SUB,Guillotine Choke,1,1:35,,,,,,,,,,,,,,,,,
Carla Esparza,Tecia Pennington,,,05-10-2024,"Salt Lake City, Utah, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,154.94,152.4,Orthodox,154.94,160.02,36,35,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Court McGee,Tim Means,,,05-10-2024,"Salt Lake City, Utah, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,187.96,190.5,Orthodox,180.34,190.5,39,40,SUB,Rear Naked Choke,1,3:19,,,,,,,,,,,,,,,,,
Renato Moicano,Benoit Saint Denis,210,-258,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Lightweight,MALE,Southpaw,180.34,185.42,Orthodox,180.34,182.88,35,28,KO/TKO,,2,5:00,,,,,,,,,,,,,,,,,
Nassourdine Imavov,Brendan Allen,-225,185,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Middleweight,MALE,Orthodox,187.96,190.5,Orthodox,190.5,190.5,29,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
William Gomis,Joanderson Brito,245,-305,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Featherweight,MALE,Orthodox,172.72,182.88,Southpaw,182.88,185.42,27,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Kevin Jousset,Bryan Battle,160,-192,28-09-2024,"Paris, Ile-de-France, France",France,Blue,FALSE,Welterweight,MALE,Orthodox,185.42,195.58,Orthodox,187.96,190.5,31,30,KO/TKO,Punches,2,3:47,,,,,,,,,,,,,,,,,
Morgan Charriere,Gabriel Miranda,-520,390,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Featherweight,MALE,Orthodox,180.34,180.34,Orthodox,172.72,175.26,28,34,KO/TKO,Punch,2,0:27,,,,,,,,,,,,,,,,,
Fares Ziam,Matt Frevola,-125,105,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Lightweight,MALE,Orthodox,175.26,180.34,Orthodox,185.42,190.5,27,34,KO/TKO,Knee,3,2:59,,,,,,,,,,,,,,,,,
Ion Cutelaba,Ivan Erslan,-102,-118,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Light Heavyweight,MALE,Orthodox,187.96,182.88,Southpaw,185.42,190.5,30,32,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Oumar Sy,Da Woon Jung,-625,455,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Light Heavyweight,MALE,Orthodox,193.04,198.12,Orthodox,193.04,210.82,28,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ludovit Klein,Roosevelt Roberts,-950,625,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Lightweight,MALE,Orthodox,187.96,185.42,Southpaw,170.18,182.88,29,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Taylor Lapilus,Vince Morales,-360,285,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Bantamweight,MALE,Orthodox,170.18,177.8,Southpaw,167.64,185.42,32,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ailin Perez,Daria Zhelezniakova,-245,200,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,175.26,172.72,Switch,165.1,167.64,29,28,SUB,Arm Triangle,1,3:52,,,,,,,,,,,,,,,,,
Daniel Barez,Victor Altamirano,105,-125,28-09-2024,"Paris, Ile-de-France, France",France,Red,FALSE,Flyweight,MALE,Switch,172.72,177.8,Orthodox,167.64,167.64,35,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Nora Cornolle,Jacqueline Cavalcanti,170,-205,28-09-2024,"Paris, Ile-de-France, France",France,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,172.72,177.8,Orthodox,170.18,170.18,34,27,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Bolaji Oki,Chris Duncan,-155,130,28-09-2024,"Paris, Ile-de-France, France",France,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,180.34,Orthodox,177.8,185.42,28,31,SUB,Guillotine Choke,1,3:34,,,,,,,,,,,,,,,,,
Sean O'Malley,Merab Dvalishvili,100,-120,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Bantamweight,MALE,Orthodox,167.64,172.72,Switch,180.34,182.88,29,33,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Alexa Grasso,Valentina Shevchenko,-130,110,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Women's Flyweight,FEMALE,Southpaw,165.1,167.64,Orthodox,165.1,167.64,31,36,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Brian Ortega,Diego Lopes,170,-205,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Orthodox,180.34,182.88,Switch,172.72,175.26,33,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Daniel Zellhuber,Esteban Ribovics,-198,164,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,175.26,Switch,185.42,195.58,25,28,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ronaldo Rodriguez,Ode Osbourne,-205,170,14-09-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,Southpaw,170.18,185.42,Orthodox,167.64,165.1,25,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Irene Aldana,Norma Dumont,110,-130,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,170.18,170.18,Orthodox,175.26,172.72,36,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Manuel Torres,Ignacio Bahamondes,-130,110,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,190.5,190.5,Switch,177.8,185.42,29,27,KO/TKO,Punch,1,4:02,,,,,,,,,,,,,,,,,
Yazmin Jauregui,Ketlen Souza,-535,400,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,160.02,Orthodox,160.02,162.56,25,30,SUB,Rear Naked Choke,1,3:02,,,,,,,,,,,,,,,,,
Edgar Chairez,Joshua Van,225,-278,14-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,Orthodox,165.1,165.1,Orthodox,170.18,180.34,28,22,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Raul Rosas Jr.,Aoriqileng,,,14-09-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Orthodox,170.18,175.26,Switch,175.26,170.18,19,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Gilbert Burns,Sean Brady,,,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,182.88,Orthodox,177.8,180.34,38,31,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Jessica Andrade,Natalia Silva,,,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,Southpaw,162.56,165.1,Orthodox,154.94,157.48,32,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Steve Garcia,Kyle Nelson,,,07-09-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Switch,180.34,180.34,Southpaw,182.88,190.5,32,33,KO/TKO,Elbows,1,3:59,,,,,,,,,,,,,,,,,
Matt Schnell,Cody Durden,225,-278,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,Southpaw,170.18,170.18,Orthodox,172.72,177.8,34,33,SUB,Guillotine Choke,2,0:29,,,,,,,,,,,,,,,,,
Trevor Peek,Yanal Ashmouz,105,-125,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,175.26,Switch,175.26,177.8,29,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Rongzhu,Chris Padilla,-258,210,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,187.96,Orthodox,175.26,182.88,24,28,KO/TKO,,2,4:14,,,,,,,,,,,,,,,,,
Isaac Dulgarian,Brendon Marotte,-2100,1100,07-09-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Orthodox,175.26,177.8,Orthodox,170.18,180.34,28,28,SUB,Arm Triangle,2,4:19,,,,,,,,,,,,,,,,,
Felipe dos Santos,Andre Lima,140,-166,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,Orthodox,170.18,170.18,Orthodox,170.18,177.8,23,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Yizha,Gabriel Santos,220,-270,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Orthodox,175.26,177.8,Orthodox,170.18,180.34,27,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jaqueline Amorim,Vanessa Demopoulos,-258,210,07-09-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,157.48,149.86,Orthodox,160.02,172.72,29,35,SUB,Armbar,1,3:28,,,,,,,,,,,,,,,,,
Andre Petroski,Dylan Budka,-298,240,07-09-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Switch,182.88,190.5,Switch,182.88,185.42,33,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Zygimantas Ramaska,Nathan Fletcher,120,-142,07-09-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Orthodox,170.18,177.8,Orthodox,180.34,180.34,27,26,SUB,Arm Triangle,2,1:14,,,,,,,,,,,,,,,,,
Jared Cannonier,Caio Borralho,260,-325,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,Southpaw,185.42,190.5,Switch,180.34,195.58,40,31,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Angela Hill,Tabatha Ricci,160,-192,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,154.94,154.94,Orthodox,160.02,162.56,39,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Robert Valentin,Ryan Loder,-142,120,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,Southpaw,187.96,193.04,Orthodox,187.96,195.58,29,33,KO/TKO,Elbows,2,1:49,,,,,,,,,,,,,,,,,
Kaan Ofli,Mairon Santos,200,-245,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Orthodox,170.18,182.88,Orthodox,170.18,167.64,31,24,KO/TKO,Punch,2,1:30,,,,,,,,,,,,,,,,,
Neil Magny,Michael Morales,600,-900,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,Orthodox,182.88,200.66,Orthodox,190.5,203.2,37,25,KO/TKO,Punches,1,4:39,,,,,,,,,,,,,,,,,
Edmen Shahbazyan,Gerald Meerschaert,-325,260,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,Southpaw,185.42,195.58,Orthodox,190.5,190.5,26,36,SUB,Arm Triangle,2,4:12,,,,,,,,,,,,,,,,,
Dennis Buzukja,Francis Marshall,180,-218,24-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,182.88,Switch,175.26,177.8,26,25,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Zachary Reese,Jose Daniel Medina,-900,600,24-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Orthodox,182.88,187.96,Switch,193.04,195.58,30,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Viacheslav Borshchev,James Llontop,-258,210,24-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,Orthodox,182.88,185.42,Orthodox,180.34,175.26,32,25,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jacqueline Cavalcanti,Josiane Nunes,-290,235,24-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,Southpaw,157.48,170.18,Orthodox,172.72,177.8,26,30,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Wang Cong,Victoria Leonardo,,,24-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,165.1,162.56,Southpaw,167.64,167.64,32,34,KO/TKO,Punches,1,1:02,,,,,,,,,,,,,,,,,
Dricus Du Plessis,Israel Adesanya,-120,100,17-08-2024,"Perth, Western Australia, Australia",Australia,Red,TRUE,Middleweight,MALE,Switch,193.04,203.2,Switch,185.42,193.04,30,35,SUB,Rear Naked Choke,4,3:38,,,,,,,,,,,,,,,,,
Kai Kara-France,Steve Erceg,220,-298,17-08-2024,"Perth, Western Australia, Australia",Australia,Red,FALSE,Flyweight,MALE,Orthodox,172.72,172.72,Orthodox,162.56,175.26,31,29,KO/TKO,Punch,1,4:04,,,,,,,,,,,,,,,,,
Mateusz Gamrot,Dan Hooker,-445,310,17-08-2024,"Perth, Western Australia, Australia",Australia,Blue,FALSE,Lightweight,MALE,Switch,182.88,190.5,Southpaw,177.8,177.8,33,34,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Tai Tuivasa,Jairzinho Rozenstruik,195,-260,17-08-2024,"Perth, Western Australia, Australia",Australia,Blue,FALSE,Heavyweight,MALE,Orthodox,187.96,198.12,Southpaw,187.96,190.5,31,36,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Li Jingliang,Carlos Prates,320,-410,17-08-2024,"Perth, Western Australia, Australia",Australia,Blue,FALSE,Welterweight,MALE,Switch,185.42,198.12,Orthodox,182.88,180.34,36,31,KO/TKO,Punch,2,4:02,,,,,,,,,,,,,,,,,
Junior Tafa,Valter Walker,114,-145,17-08-2024,"Perth, Western Australia, Australia",Australia,Blue,FALSE,Heavyweight,MALE,Orthodox,198.12,198.12,Orthodox,190.5,190.5,27,26,SUB,Heel Hook,1,4:56,,,,,,,,,,,,,,,,,
Josh Culibao,Ricardo Ramos,-135,105,17-08-2024,"Perth, Western Australia, Australia",Australia,Blue,FALSE,Featherweight,MALE,Orthodox,175.26,182.88,Orthodox,177.8,185.42,30,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Casey O'Neill,Luana Santos,124,-160,17-08-2024,"Perth, Western Australia, Australia",Australia,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,167.64,170.18,Orthodox,167.64,175.26,26,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jack Jenkins,Herbert Burns,-1050,600,17-08-2024,"Perth, Western Australia, Australia",Australia,Red,FALSE,Featherweight,MALE,Orthodox,175.26,185.42,Switch,170.18,172.72,30,36,KO/TKO,Punches,3,0:48,,,,,,,,,,,,,,,,,
Tom Nolan,Alex Reyes,,,17-08-2024,"Perth, Western Australia, Australia",Australia,Red,FALSE,Lightweight,MALE,Orthodox,180.34,185.42,Southpaw,190.5,185.42,24,37,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Song Kenan,Ricky Glenn,,,17-08-2024,"Perth, Western Australia, Australia",Australia,Red,FALSE,Welterweight,MALE,Southpaw,182.88,177.8,Orthodox,182.88,180.34,34,35,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Stewart Nicoll,Jesus Aguilar,,,17-08-2024,"Perth, Western Australia, Australia",Australia,Blue,FALSE,Flyweight,MALE,Orthodox,162.56,157.48,Orthodox,165.1,165.1,29,28,SUB,Guillotine Choke,1,2:39,,,,,,,,,,,,,,,,,
Marcin Tybura,Serghei Spivac,124,-160,10-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,Orthodox,190.5,198.12,Orthodox,190.5,198.12,38,29,SUB,Armbar,1,1:44,,,,,,,,,,,,,,,,,
Damon Jackson,Chepe Mariscal,152,-180,10-08-2024,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Orthodox,170.18,175.26,Switch,180.34,180.34,36,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Danny Barlow,Nikolay Veretennikov,-425,300,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,185.42,190.5,Southpaw,187.96,200.66,29,34,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Chris Gutierrez,Quang Le,-720,450,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Orthodox,167.64,177.8,Orthodox,175.26,170.18,33,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Yana Santos,Chelsea Chandler,,,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,Southpaw,172.72,172.72,Orthodox,167.64,172.72,34,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Toshiomi Kazama,Charalampos Grigoriou,,,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Orthodox,170.18,170.18,Orthodox,170.18,175.26,27,32,SUB,Triangle Choke,2,1:55,,,,,,,,,,,,,,,,,
Karol Rosa,Pannie Kianzad,,,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,170.18,167.64,Orthodox,165.1,170.18,29,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jhonata Diniz,Karl Williams,,,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,Orthodox,190.5,200.66,Orthodox,193.04,200.66,33,34,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Youssef Zalal,Jarno Errens,,,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Orthodox,180.34,185.42,Switch,177.8,182.88,27,29,SUB,Rear Naked Choke,1,3:52,,,,,,,,,,,,,,,,,
Stephanie Luciano,Talita Alencar,,,10-08-2024,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,154.94,147.32,Orthodox,167.64,165.1,24,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Cory Sandhagen,Umar Nurmagomedov,280,-395,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,Orthodox,172.72,175.26,Switch,180.34,177.8,32,28,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Shara Magomedov,Michal Oleksiejczuk,-345,250,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,Southpaw,182.88,187.96,Orthodox,187.96,185.42,30,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Marlon Vera,Deiveson Figueiredo,124,-148,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,Orthodox,165.1,172.72,Switch,172.72,177.8,31,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Tony Ferguson,Michael Chiesa,360,-540,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,Southpaw,185.42,190.5,Orthodox,180.34,193.04,40,36,SUB,Rear Naked Choke,1,3:44,,,,,,,,,,,,,,,,,
Mackenzie Dern,Loopy Godinez,-140,110,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,157.48,154.94,Orthodox,162.56,160.02,31,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Joel Alvarez,Elves Brener,-166,130,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,177.8,182.88,Orthodox,190.5,195.58,31,26,KO/TKO,Knees,3,3:36,,,,,,,,,,,,,,,,,
Azamat Murzakanov,Alonzo Menifield,-298,240,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,Orthodox,182.88,193.04,Southpaw,177.8,180.34,35,36,KO/TKO,Punches,2,3:18,,,,,,,,,,,,,,,,,
Mohammad Yahya,Kaue Fernandes,250,-345,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,185.42,Switch,175.26,185.42,30,29,KO/TKO,Punches,1,4:45,,,,,,,,,,,,,,,,,
Shamil Gaziev,Don'Tale Mayes,-1450,750,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,Orthodox,198.12,205.74,Orthodox,193.04,198.12,34,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Guram Kutateladze,Jordan Vucenic,-160,124,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,177.8,185.42,Orthodox,180.34,182.88,32,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Viktoriia Dudakova,Sam Hughes,-230,175,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,165.1,162.56,Orthodox,165.1,170.18,25,32,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jai Herbert,Rolando Bedoya,-120,-110,03-08-2024,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,180.34,187.96,Orthodox,185.42,195.58,36,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
